Date (undefined);RA (h);DEC (deg);Dobs (au);VMag (mag);dRAcosDEC (arcsec/min);dDEC (arcsec/min);RV (km/s)
2458484.5;18.72527311;-23.0599232;0.983352222486;-26.78;2.5742218;0.1952328;0.0958684
2458485.5;18.79888869;-22.979575;0.983345072742;-26.78;2.5729091;0.2143915;0.1040859
2458486.5;18.87241821;-22.8915882;0.9833421109;-26.78;2.5714025;0.2334488;0.1120025
2458487.5;18.94585222;-22.7960047;0.983343187422;-26.78;2.5697018;0.2523944;0.1196981
2458488.5;19.01918137;-22.6928705;0.983348199549;-26.78;2.5678083;0.2712183;0.1272525
2458489.5;19.0923965;-22.5822355;0.983357090509;-26.78;2.5657251;0.2899103;0.134743
2458490.5;19.16548865;-22.4641537;0.983369847494;-26.78;2.5634565;0.3084606;0.1422426
2458491.5;19.23844916;-22.3386829;0.983386498559;-26.78;2.5610079;0.3268597;0.1498179
2458492.5;19.31126965;-22.2058848;0.983407108787;-26.78;2.5583859;0.345098;0.1575286
2458493.5;19.3839421;-22.0658246;0.983431776251;-26.78;2.5555976;0.3631666;0.1654276
2458494.5;19.45645882;-21.9185711;0.983460628382;-26.78;2.5526508;0.3810567;0.1735624
2458495.5;19.52881252;-21.7641966;0.983493819249;-26.78;2.5495537;0.3987601;0.1819766
2458496.5;19.60099631;-21.6027765;0.983531528;-26.78;2.5463153;0.4162687;0.190712
2458497.5;19.6730037;-21.4343894;0.983573958348;-26.78;2.542945;0.4335752;0.1998105
2458498.5;19.74482867;-21.2591167;0.983621338405;-26.78;2.5394536;0.4506724;0.209313
2458499.5;19.81646567;-21.0770426;0.983673919549;-26.78;2.5358534;0.4675541;0.2192568
2458500.5;19.8879097;-20.8882536;0.983731972238;-26.78;2.5321583;0.4842145;0.2296678
2458501.5;19.95915634;-20.6928383;0.983795776161;-26.78;2.5283845;0.5006486;0.2405483
2458502.5;20.03020182;-20.4908872;0.983865602275;-26.78;2.5245495;0.5168524;0.2518619
2458503.5;20.10104305;-20.2824923;0.983941685993;-26.78;2.520671;0.5328224;0.2635191
2458504.5;20.17167755;-20.0677469;0.984024194466;-26.77;2.5167644;0.5485559;0.2753723
2458505.5;20.2421034;-19.8467452;0.984113195542;-26.77;2.5128407;0.56405;0.2872278
2458506.5;20.31231904;-19.6195827;0.984208638543;-26.77;2.5089046;0.5793017;0.2988739
2458507.5;20.38232312;-19.3863563;0.984310354521;-26.77;2.5049545;0.5943074;0.3101177
2458508.5;20.45211433;-19.1471643;0.984418076291;-26.77;2.5009842;0.609063;0.320815
2458509.5;20.52169128;-18.902107;0.984531470957;-26.77;2.4969856;0.6235637;0.3308822
2458510.5;20.59105253;-18.6512863;0.984650174609;-26.77;2.4929506;0.6378049;0.3402927
2458511.5;20.66019656;-18.3948062;0.984773821223;-26.77;2.4888729;0.6517816;0.3490622
2458512.5;20.72912186;-18.1327727;0.984902062489;-26.77;2.4847482;0.6654894;0.3572329
2458513.5;20.797827;-17.8652935;0.985034579201;-26.77;2.4805745;0.6789241;0.3648608
2458514.5;20.86631063;-17.5924777;0.985171086652;-26.77;2.4763513;0.6920817;0.3720076
2458515.5;20.93457158;-17.3144362;0.98531133664;-26.77;2.4720797;0.7049586;0.3787367
2458516.5;21.00260886;-17.0312812;0.985455118026;-26.77;2.4677615;0.7175515;0.3851119
2458517.5;21.07042168;-16.7431262;0.985602256908;-26.77;2.4633997;0.7298573;0.3911976
2458518.5;21.13800948;-16.450086;0.985752616834;-26.77;2.4589978;0.7418733;0.3970584
2458519.5;21.20537195;-16.1522763;0.985906099019;-26.77;2.4545602;0.753597;0.4027593
2458520.5;21.27250902;-15.8498137;0.986062642341;-26.77;2.4500917;0.7650263;0.4083648
2458521.5;21.33942091;-15.5428157;0.986222222974;-26.77;2.445598;0.7761595;0.4139387
2458522.5;21.40610812;-15.2314005;0.986384853615;-26.77;2.4410854;0.7869951;0.4195431
2458523.5;21.47257145;-14.9156867;0.986550582504;-26.77;2.4365608;0.7975322;0.4252385
2458524.5;21.53881201;-14.5957932;0.986719492534;-26.77;2.4320314;0.8077702;0.431084
2458525.5;21.60483122;-14.2718392;0.986891700699;-26.77;2.4275052;0.8177087;0.4371382
2458526.5;21.67063084;-13.9439439;0.987067357927;-26.77;2.422991;0.827348;0.4434598
2458527.5;21.73621297;-13.6122264;0.987246648829;-26.77;2.4184986;0.8366889;0.4501061
2458528.5;21.80158012;-13.2768051;0.987429790231;-26.77;2.4140393;0.8457329;0.4571301
2458529.5;21.86673517;-12.9377981;0.987617026466;-26.77;2.4096261;0.8544823;0.4645724
2458530.5;21.93168153;-12.595322;0.98780861876;-26.77;2.4052741;0.8629406;0.4724485
2458531.5;21.99642306;-12.249492;0.988004826091;-26.77;2.4009995;0.871112;0.4807323
2458532.5;22.06096417;-11.9004215;0.988205876717;-26.77;2.3968186;0.8790015;0.4893417
2458533.5;22.12530974;-11.5482219;0.988411933432;-26.77;2.3927453;0.8866143;0.4981331
2458534.5;22.18946505;-11.1930025;0.988623060531;-26.76;2.3887889;0.8939546;0.506913
2458535.5;22.25343557;-10.8348715;0.988839203117;-26.76;2.3849523;0.9010254;0.5154686
2458536.5;22.31722685;-10.4739361;0.989060186547;-26.76;2.3812322;0.9078275;0.5236049
2458537.5;22.3808443;-10.1103035;0.989285736071;-26.76;2.3776205;0.9143605;0.5311746
2458538.5;22.44429315;-9.7440816;0.989515508944;-26.76;2.3741075;0.9206226;0.5380904
2458539.5;22.50757839;-9.3753787;0.989749128457;-26.76;2.3706834;0.9266118;0.5443208
2458540.5;22.57070482;-9.0043044;0.989986211909;-26.76;2.3673397;0.9323261;0.5498744
2458541.5;22.63367708;-8.6309687;0.990226389409;-26.76;2.3640703;0.9377638;0.5547849
2458542.5;22.6964997;-8.2554823;0.990469314243;-26.76;2.3608705;0.9429238;0.5590978
2458543.5;22.75917714;-7.8779565;0.99071466734;-26.76;2.3577373;0.9478051;0.5628629
2458544.5;22.82171385;-7.4985027;0.990962158556;-26.76;2.3546685;0.9524072;0.566131
2458545.5;22.88411424;-7.1172327;0.991211526852;-26.76;2.3516627;0.9567295;0.5689528
2458546.5;22.94638273;-6.7342584;0.991462540652;-26.76;2.3487187;0.9607717;0.5713803
2458547.5;23.00852372;-6.3496917;0.991714998989;-26.76;2.3458359;0.9645337;0.5734685
2458548.5;23.07054166;-5.9636448;0.991968733504;-26.76;2.343014;0.9680154;0.5752762
2458549.5;23.132441;-5.57623;0.992223611046;-26.76;2.3402531;0.9712167;0.5768672
2458550.5;23.19422621;-5.1875591;0.992479536437;-26.76;2.3375542;0.9741379;0.5783099
2458551.5;23.25590183;-4.7977444;0.992736454977;-26.76;2.3349186;0.9767797;0.5796767
2458552.5;23.31747246;-4.4068974;0.992994354387;-26.76;2.3323488;0.9791427;0.5810427
2458553.5;23.3789428;-4.0151296;0.993253266066;-26.75;2.3298481;0.9812282;0.5824846
2458554.5;23.44031763;-3.6225516;0.993513265654;-26.75;2.3274207;0.9830379;0.5840796
2458555.5;23.5016019;-3.2292737;0.993774472856;-26.75;2.325072;0.9845739;0.5859039
2458556.5;23.56280071;-2.8354048;0.994037050158;-26.75;2.322809;0.9858391;0.5880298
2458557.5;23.62391938;-2.4410527;0.9943011995;-26.75;2.3206399;0.9868368;0.5905215
2458558.5;23.68496346;-2.0463238;0.994567155266;-26.75;2.318575;0.9875717;0.5934267
2458559.5;23.74593881;-1.6513224;0.994835171378;-26.75;2.316626;0.9880491;0.5967643
2458560.5;23.80685161;-1.2561503;0.995105500656;-26.75;2.314806;0.9882752;0.6005104
2458561.5;23.86770838;-0.8609071;0.995378366321;-26.75;2.3131274;0.9882568;0.6045864
2458562.5;23.92851596;-0.4656895;0.995653929072;-26.75;2.3116005;0.9880001;0.6088567
2458563.5;23.98928137;-0.0705919;0.995932257009;-26.75;2.3102313;0.9875101;0.6131412
2458564.5;0.05001173;0.3242927;0.996213307301;-26.75;2.3090201;0.9867899;0.6172427
2458565.5;0.11071409;0.7188722;0.996496925612;-26.75;2.3079619;0.9858404;0.6209791
2458566.5;0.17139529;1.1130544;0.99678286281;-26.75;2.3070478;0.9846603;0.624209
2458567.5;0.2320619;1.5067464;0.997070802406;-26.75;2.3062672;0.9832474;0.6268426
2458568.5;0.29272017;1.8998542;0.997360390002;-26.75;2.305609;0.981599;0.6288384
2458569.5;0.35337608;2.2922828;0.997651258064;-26.75;2.3050636;0.9797122;0.6301916
2458570.5;0.41403534;2.6839359;0.99794304311;-26.74;2.3046227;0.9775847;0.6309204
2458571.5;0.47470344;3.0747166;0.99823539565;-26.74;2.3042793;0.9752145;0.6310548
2458572.5;0.53538571;3.4645272;0.998527984809;-26.74;2.3040279;0.9726001;0.6306297
2458573.5;0.59608728;3.8532693;0.998820499947;-26.74;2.3038632;0.96974;0.6296814
2458574.5;0.65681315;4.2408441;0.999112651233;-26.74;2.3037806;0.9666331;0.628247
2458575.5;0.71756818;4.6271522;0.999404170577;-26.74;2.3037757;0.9632781;0.6263664
2458576.5;0.77835708;5.012094;0.999694813781;-26.74;2.3038441;0.959674;0.6240842
2458577.5;0.83918439;5.3955692;0.999984364239;-26.74;2.3039814;0.9558195;0.6214529
2458578.5;0.90005456;5.777477;1.000272638084;-26.74;2.3041837;0.9517136;0.618535
2458579.5;0.96097186;6.1577164;1.000559490293;-26.74;2.3044476;0.9473554;0.6154037
2458580.5;1.02194049;6.536186;1.000844820961;-26.74;2.3047706;0.9427444;0.6121429
2458581.5;1.08296453;6.9127842;1.001128580848;-26.74;2.3051514;0.9378804;0.6088449
2458582.5;1.14404802;7.2874096;1.001410775358;-26.74;2.3055902;0.9327639;0.6056071
2458583.5;1.20519499;7.6599611;1.001691466329;-26.74;2.3060885;0.9273962;0.6025279
2458584.5;1.26640947;8.0303381;1.001970771232;-26.74;2.3066498;0.9217791;0.5997018
2458585.5;1.3276956;8.3984412;1.002248859419;-26.74;2.3072791;0.9159156;0.5972142
2458586.5;1.3890576;8.764172;1.002525944937;-26.73;2.3079834;0.9098091;0.5951345
2458587.5;1.45049987;9.127434;1.00280227507;-26.73;2.308771;0.9034643;0.5935079
2458588.5;1.51202701;9.4881325;1.003078113686;-26.73;2.3096516;0.8968862;0.5923462
2458589.5;1.57364382;9.846175;1.003353718953;-26.73;2.3106352;0.8900808;0.5916179
2458590.5;1.63535535;10.2014714;1.003629316514;-26.73;2.3117309;0.8830536;0.5912427
2458591.5;1.69716677;10.5539336;1.003905071546;-26.73;2.3129456;0.8758097;0.591094
2458592.5;1.75908339;10.9034755;1.004181065243;-26.73;2.3142823;0.8683529;0.5910121
2458593.5;1.82111046;11.2500121;1.004457281502;-26.73;2.3157396;0.8606852;0.5908252
2458594.5;1.88325309;11.5934588;1.004733607159;-26.73;2.3173119;0.8528069;0.5903739
2458595.5;1.94551613;11.9337309;1.005009844825;-26.73;2.3189901;0.8447167;0.5895296
2458596.5;2.0079041;12.2707429;1.005285733669;-26.73;2.3207638;0.8364126;0.588203
2458597.5;2.07042117;12.6044084;1.005560972171;-26.73;2.3226218;0.8278921;0.5863428
2458598.5;2.13307115;12.9346402;1.005835238028;-26.73;2.3245536;0.8191526;0.5839277
2458599.5;2.1958575;13.2613499;1.006108202813;-26.73;2.3265495;0.8101922;0.5809571
2458600.5;2.25878336;13.5844486;1.006379541175;-26.73;2.3286007;0.8010091;0.5774421
2458601.5;2.32185157;13.9038467;1.006648935695;-26.73;2.3306994;0.791602;0.5733991
2458602.5;2.38506468;14.2194541;1.006916079079;-26.73;2.3328378;0.7819699;0.5688471
2458603.5;2.44842494;14.5311803;1.00718067533;-26.72;2.3350085;0.7721118;0.5638072
2458604.5;2.51193432;14.8389346;1.007442441355;-26.72;2.3372039;0.7620271;0.5583042
2458605.5;2.57559448;15.142626;1.007701110098;-26.72;2.339416;0.7517149;0.55237
2458606.5;2.63940679;15.4421631;1.007956435952;-26.72;2.3416367;0.7411746;0.5460483
2458607.5;2.70337227;15.7374544;1.008208202669;-26.72;2.3438581;0.7304057;0.5393981
2458608.5;2.76749165;16.028408;1.008456233364;-26.72;2.3460725;0.7194078;0.5324974
2458609.5;2.83176536;16.3149323;1.008700401495;-26.72;2.3482736;0.7081811;0.5254428
2458610.5;2.89619355;16.5969357;1.008940641092;-26.72;2.3504566;0.6967266;0.5183468
2458611.5;2.96077619;16.8743272;1.009176954228;-26.72;2.3526188;0.6850461;0.5113315
2458612.5;3.02551307;17.1470167;1.009409414009;-26.72;2.3547599;0.6731424;0.5045193
2458613.5;3.09040392;17.4149155;1.009638162053;-26.72;2.3568824;0.6610194;0.4980236
2458614.5;3.15544844;17.6779367;1.009863400307;-26.72;2.3589908;0.6486817;0.4919386
2458615.5;3.22064638;17.9359952;1.010085377762;-26.72;2.3610912;0.6361351;0.4863318
2458616.5;3.28599756;18.1890085;1.010304372939;-26.72;2.3631914;0.6233857;0.4812373
2458617.5;3.35150193;18.4368967;1.010520673106;-26.72;2.3652994;0.6104399;0.476651
2458618.5;3.41715954;18.6795824;1.010734551427;-26.72;2.3674229;0.5973044;0.4725281
2458619.5;3.4829705;18.9169906;1.010946243754;-26.72;2.3695682;0.5839851;0.468785
2458620.5;3.54893501;19.149049;1.011155927622;-26.72;2.3717394;0.5704877;0.4653052
2458621.5;3.61505319;19.3756869;1.011363706471;-26.72;2.3739374;0.5568168;0.4619511
2458622.5;3.68132503;19.5968357;1.011569601765;-26.72;2.3761597;0.542976;0.4585794
2458623.5;3.74775032;19.8124277;1.01177355412;-26.71;2.3784008;0.5289679;0.4550559
2458624.5;3.8143285;20.0223963;1.01197543244;-26.71;2.3806526;0.5147945;0.4512679
2458625.5;3.88105868;20.2266756;1.012175048206;-26.71;2.3829054;0.5004572;0.4471299
2458626.5;3.94793955;20.4252;1.012372171431;-26.71;2.3851493;0.4859576;0.4425834
2458627.5;4.01496941;20.6179049;1.012566545248;-26.71;2.3873739;0.4712973;0.4375928
2458628.5;4.08214614;20.8047262;1.012757897355;-26.71;2.3895699;0.4564781;0.4321389
2458629.5;4.14946726;20.9856006;1.012945947779;-26.71;2.391728;0.4415023;0.4262131
2458630.5;4.2169299;21.1604659;1.013130413427;-26.71;2.3938396;0.4263727;0.4198123
2458631.5;4.28453084;21.3292608;1.013311010445;-26.71;2.3958964;0.411092;0.4129363
2458632.5;4.35226649;21.4919256;1.013487455701;-26.71;2.3978898;0.3956635;0.4055875
2458633.5;4.4201329;21.6484014;1.013659468773;-26.71;2.3998109;0.3800906;0.397773
2458634.5;4.48812575;21.7986312;1.013826775848;-26.71;2.4016504;0.3643768;0.3895089
2458635.5;4.55624032;21.942559;1.013989116724;-26.71;2.4033983;0.3485256;0.3808267
2458636.5;4.62447147;22.0801306;1.014146255669;-26.71;2.4050445;0.332541;0.3717801
2458637.5;4.69281369;22.2112931;1.01429799598;-26.71;2.4065795;0.3164272;0.3624503
2458638.5;4.76126111;22.3359956;1.014444196756;-26.71;2.4079951;0.3001889;0.3529483
2458639.5;4.82980751;22.4541892;1.014584788995;-26.71;2.4092855;0.2838317;0.34341
2458640.5;4.89844648;22.5658273;1.014719787221;-26.71;2.4104484;0.2673619;0.3339853
2458641.5;4.96717151;22.6708661;1.014849293222;-26.71;2.4114853;0.2507868;0.3248226
2458642.5;5.03597606;22.7692648;1.014973490191;-26.71;2.4124012;0.2341145;0.3160518
2458643.5;5.1048537;22.8609859;1.015092627987;-26.71;2.4132039;0.2173535;0.307771
2458644.5;5.1737982;22.9459955;1.015207002177;-26.71;2.4139031;0.2005127;0.3000386
2458645.5;5.2428035;23.0242632;1.015316930292;-26.71;2.414509;0.1836011;0.2928714
2458646.5;5.31186381;23.095762;1.015422728258;-26.71;2.4150316;0.1666271;0.2862468
2458647.5;5.38097352;23.1604684;1.015524689029;-26.71;2.41548;0.1495992;0.280108
2458648.5;5.45012722;23.218362;1.015623064612;-26.71;2.4158613;0.132525;0.2743704
2458649.5;5.51931963;23.2694255;1.015718052276;-26.71;2.416181;0.1154118;0.2689296
2458650.5;5.58854555;23.3136444;1.015809785588;-26.71;2.4164419;0.0982665;0.2636701
2458651.5;5.65779978;23.3510066;1.015898330715;-26.71;2.4166445;0.0810953;0.2584747
2458652.5;5.72707708;23.3815027;1.01598368795;-26.71;2.4167873;0.0639042;0.253233
2458653.5;5.7963721;23.4051254;1.016065797678;-26.71;2.416867;0.0466988;0.2478479
2458654.5;5.86567937;23.4218698;1.016144549364;-26.71;2.4168791;0.0294848;0.2422396
2458655.5;5.93499325;23.4317332;1.016219791772;-26.71;2.4168187;0.0122676;0.236346
2458656.5;6.00430797;23.4347149;1.016291342741;-26.7;2.4166808;-0.0049472;0.2301206
2458657.5;6.07361758;23.4308167;1.016358997283;-26.7;2.4164603;-0.0221537;0.2235292
2458658.5;6.142916;23.4200426;1.016422533443;-26.7;2.4161527;-0.0393462;0.2165456
2458659.5;6.21219705;23.402399;1.016481715924;-26.7;2.4157536;-0.0565186;0.2091482
2458660.5;6.2814544;23.3778946;1.016536298057;-26.7;2.4152585;-0.0736651;0.201318
2458661.5;6.35068164;23.3465407;1.016586023078;-26.7;2.4146627;-0.0907792;0.193038
2458662.5;6.41987223;23.3083508;1.016630626072;-26.7;2.4139609;-0.1078549;0.1842964
2458663.5;6.48901949;23.2633412;1.016669838228;-26.7;2.4131468;-0.1248858;0.1750916
2458664.5;6.55811659;23.2115306;1.016703395151;-26.7;2.4122133;-0.1418653;0.1654408
2458665.5;6.62715653;23.1529403;1.016731050642;-26.7;2.4111526;-0.1587869;0.1553903
2458666.5;6.69613212;23.0875943;1.01675259616;-26.7;2.4099573;-0.1756436;0.145024
2458667.5;6.76503606;23.0155196;1.016767884101;-26.7;2.4086219;-0.1924282;0.1344673
